review,rating,preprocessed_text,tokenized_text
"Thx.  for amazing people working honestly and perfectly to get the clients relax and get their purchases on time and more important is the way they double confirm at every order to make sure that mistakes in material selection or specifications .
Alibaba is a   Brand for Excellency. ",5,"thx  for amazing people working honestly and perfectly to get the clients relax and get their purchases on time and more important is the way they double confirm at every order to make sure that mistakes in material selection or specifications 
alibaba is a   brand for excellency ","['thx', 'amaz', 'peopl', 'work', 'honestli', 'perfectli', 'get', 'client', 'relax', 'get', 'purchas', 'time', 'import', 'way', 'doubl', 'confirm', 'everi', 'order', 'make', 'sure', 'mistak', 'materi', 'select', 'specif', 'alibaba', 'brand', 'excel']"
Alibaba and there Chinese manufacturers are scammers and alibaba will not protect its customers only their manufacture. I brought a food truck and when I received the food truck the manufacturer blackmailed me for more money ($900) so I could receive the manufacture statement of origin which I need to register it for my title it has been more then 6 months and alibaba hasn t done anything to punish them for there fraudulent behavior. Just buy American don t spend your money with those scammer,1,alibaba and there chinese manufacturers are scammers and alibaba will not protect its customers only their manufacture i brought a food truck and when i received the food truck the manufacturer blackmailed me for more money 900 so i could receive the manufacture statement of origin which i need to register it for my title it has been more then 6 months and alibaba hasn t done anything to punish them for there fraudulent behavior just buy american don t spend your money with those scammer,"['alibaba', 'chines', 'manufactur', 'scammer', 'alibaba', 'protect', 'custom', 'manufactur', 'brought', 'food', 'truck', 'receiv', 'food', 'truck', 'manufactur', 'blackmail', 'money', '900', 'could', 'receiv', 'manufactur', 'statement', 'origin', 'need', 'regist', 'titl', '6', 'month', 'alibaba', 'done', 'anyth', 'punish', 'fraudul', 'behavior', 'buy', 'american', 'spend', 'money', 'scammer']"
I ve ordered several items and all are exactly as shown. The variety is outstanding. The quality on all items is fantastic. Do not hesitate to order from Alibaba. I m over the moon with this web site.,5,i ve ordered several items and all are exactly as shown the variety is outstanding the quality on all items is fantastic do not hesitate to order from alibaba i m over the moon with this web site,"['order', 'sever', 'item', 'exactli', 'shown', 'varieti', 'outstand', 'qualiti', 'item', 'fantast', 'hesit', 'order', 'alibaba', 'moon', 'web', 'site']"
This app keeps getting better in every way. From search index to Supplier information. I find it more useful to connect with overseas suppliers and keeping in touch with them. Great description on prices and lead time. Good job! Keep it up.,5,this app keeps getting better in every way from search index to supplier information i find it more useful to connect with overseas suppliers and keeping in touch with them great description on prices and lead time good job keep it up,"['app', 'keep', 'get', 'better', 'everi', 'way', 'search', 'index', 'supplier', 'inform', 'find', 'use', 'connect', 'oversea', 'supplier', 'keep', 'touch', 'great', 'descript', 'price', 'lead', 'time', 'good', 'job', 'keep']"
Hi I really enjoyed this app and it s very worth in purchasing products but sad to say after purchasing they say they don t have shipping service to Sri Lanka  please try to fix that option then all Sri Lankan s can purchase products from Ali baba,5,hi i really enjoyed this app and it s very worth in purchasing products but sad to say after purchasing they say they don t have shipping service to sri lanka  please try to fix that option then all sri lankan s can purchase products from ali baba,"['hi', 'realli', 'enjoy', 'app', 'worth', 'purchas', 'product', 'sad', 'say', 'purchas', 'say', 'ship', 'servic', 'sri', 'lanka', 'pleas', 'tri', 'fix', 'option', 'sri', 'lankan', 'purchas', 'product', 'ali', 'baba']"
"I used to have landscape mode for alibaba for ipad which was a life saver for me, but now it s always static on portrait mode, which is bad when I need to type with the physical keyboard. On top of that, the Alibaba chat is not working as well. Strangely I ve already deleted and reinstalled the app multiple times thinking it was something with my iPad but it cannot be as Alibaba is the only app where this happens. Very frustrating.",1,i used to have landscape mode for alibaba for ipad which was a life saver for me but now it s always static on portrait mode which is bad when i need to type with the physical keyboard on top of that the alibaba chat is not working as well strangely i ve already deleted and reinstalled the app multiple times thinking it was something with my ipad but it cannot be as alibaba is the only app where this happens very frustrating,"['use', 'landscap', 'mode', 'alibaba', 'ipad', 'life', 'saver', 'alway', 'static', 'portrait', 'mode', 'bad', 'need', 'type', 'physic', 'keyboard', 'top', 'alibaba', 'chat', 'work', 'well', 'strang', 'alreadi', 'delet', 'reinstal', 'app', 'multipl', 'time', 'think', 'someth', 'ipad', 'alibaba', 'app', 'happen', 'frustrat']"
"I get fake people that don t want to sell. And spam information for trying to sell stuff that aren t real. Plus a rude seller that doesn t sell to retailers. He was also a spam person because when I asked him a certain question, he sent me the exact same answer again and again, like an automatic message from spam/scam calls! Don t buy and trust this app/website because you won t get nothing!",1,i get fake people that don t want to sell and spam information for trying to sell stuff that aren t real plus a rude seller that doesn t sell to retailers he was also a spam person because when i asked him a certain question he sent me the exact same answer again and again like an automatic message from spamscam calls don t buy and trust this appwebsite because you won t get nothing,"['get', 'fake', 'peopl', 'want', 'sell', 'spam', 'inform', 'tri', 'sell', 'stuff', 'real', 'plu', 'rude', 'seller', 'sell', 'retail', 'also', 'spam', 'person', 'ask', 'certain', 'question', 'sent', 'exact', 'answer', 'like', 'automat', 'messag', 'spamscam', 'call', 'buy', 'trust', 'appwebsit', 'get', 'noth']"
"It would be nice to see some of the advertising on Alibaba to reflect the correct price for the photographs they are showing it becomes extremely ambiguous on how much that product is then freight charges I see the freight charges for 16 batteries ranging from 300 dollars to over the price of the 16 batteries, around 1800 dollars 
Then to top it off I cannot find or speak to anybody with Alibaba there guarantees I cannot find anything definitive",2,"it would be nice to see some of the advertising on alibaba to reflect the correct price for the photographs they are showing it becomes extremely ambiguous on how much that product is then freight charges i see the freight charges for 16 batteries ranging from 300 dollars to over the price of the 16 batteries around 1800 dollars 
then to top it off i cannot find or speak to anybody with alibaba there guarantees i cannot find anything definitive","['would', 'nice', 'see', 'advertis', 'alibaba', 'reflect', 'correct', 'price', 'photograph', 'show', 'becom', 'extrem', 'ambigu', 'much', 'product', 'freight', 'charg', 'see', 'freight', 'charg', '16', 'batteri', 'rang', '300', 'dollar', 'price', '16', 'batteri', 'around', '1800', 'dollar', 'top', 'find', 'speak', 'anybodi', 'alibaba', 'guarante', 'find', 'anyth', 'definit']"
"I have been getting poor customer service in this thing. I have been trying to find reliable sources to start my business and I can t get that. I have placed an order for over 2 months and I can t get information on my shipment. When I contact customer service to get a refund as they marked the shipment as delivered and it didn t, I am getting the run around from them this site just feels like a big scam",1,i have been getting poor customer service in this thing i have been trying to find reliable sources to start my business and i can t get that i have placed an order for over 2 months and i can t get information on my shipment when i contact customer service to get a refund as they marked the shipment as delivered and it didn t i am getting the run around from them this site just feels like a big scam,"['get', 'poor', 'custom', 'servic', 'thing', 'tri', 'find', 'reliabl', 'sourc', 'start', 'busi', 'get', 'place', 'order', '2', 'month', 'get', 'inform', 'shipment', 'contact', 'custom', 'servic', 'get', 'refund', 'mark', 'shipment', 'deliv', 'get', 'run', 'around', 'site', 'feel', 'like', 'big', 'scam']"
"I just started using this app a few days ago and this is by far one of the most professional, but still user friendly apps I ve ever seen. It s easy to get in contact with suppliers and so easy to find exactly what you re looking for.",5,i just started using this app a few days ago and this is by far one of the most professional but still user friendly apps i ve ever seen it s easy to get in contact with suppliers and so easy to find exactly what you re looking for,"['start', 'use', 'app', 'day', 'ago', 'far', 'one', 'profession', 'still', 'user', 'friendli', 'app', 'ever', 'seen', 'easi', 'get', 'contact', 'supplier', 'easi', 'find', 'exactli', 'look']"
"It s horrible every time I go on I type my credentials and it goes back to the login screen. I log in on their website through my browser and it works and logs in with no problem. I tried on multiple phones and same issue. I currently have an IPhone 11 Pro Max and still doing the same. In terms of buying and selling, takes forever but just have to be patient and hope it gets delivered in good condition.",1,it s horrible every time i go on i type my credentials and it goes back to the login screen i log in on their website through my browser and it works and logs in with no problem i tried on multiple phones and same issue i currently have an iphone 11 pro max and still doing the same in terms of buying and selling takes forever but just have to be patient and hope it gets delivered in good condition,"['horribl', 'everi', 'time', 'go', 'type', 'credenti', 'goe', 'back', 'login', 'screen', 'log', 'websit', 'browser', 'work', 'log', 'problem', 'tri', 'multipl', 'phone', 'issu', 'current', 'iphon', '11', 'pro', 'max', 'still', 'term', 'buy', 'sell', 'take', 'forev', 'patient', 'hope', 'get', 'deliv', 'good', 'condit']"
First time checking this site out and I could not believe how easy you could find what your looking for. I would recommend this site for people who want an easy way to order an item or just to compare pricing.,5,first time checking this site out and i could not believe how easy you could find what your looking for i would recommend this site for people who want an easy way to order an item or just to compare pricing,"['first', 'time', 'check', 'site', 'could', 'believ', 'easi', 'could', 'find', 'look', 'would', 'recommend', 'site', 'peopl', 'want', 'easi', 'way', 'order', 'item', 'compar', 'price']"
"I have ordered many things, I run a small business with the discounts I get from alibaba. I would recommend looking at shipping costs and minimum order quantities. Those two things will get you what you want at a great deal.",5,i have ordered many things i run a small business with the discounts i get from alibaba i would recommend looking at shipping costs and minimum order quantities those two things will get you what you want at a great deal,"['order', 'mani', 'thing', 'run', 'small', 'busi', 'discount', 'get', 'alibaba', 'would', 'recommend', 'look', 'ship', 'cost', 'minimum', 'order', 'quantiti', 'two', 'thing', 'get', 'want', 'great', 'deal']"
Already on my third purchase in 2 months. So far the manufacturers I've dealt with are all legit and care about the services they provide. Are very negotiable and professional. Only problem I have is the 24/7 service. It's an auto reply machine that doesn't really help or answer any of the questions I've had so far,4,already on my third purchase in 2 months so far the manufacturers ive dealt with are all legit and care about the services they provide are very negotiable and professional only problem i have is the 247 service its an auto reply machine that doesnt really help or answer any of the questions ive had so far,"['alreadi', 'third', 'purchas', '2', 'month', 'far', 'manufactur', 'ive', 'dealt', 'legit', 'care', 'servic', 'provid', 'negoti', 'profession', 'problem', '247', 'servic', 'auto', 'repli', 'machin', 'doesnt', 'realli', 'help', 'answer', 'question', 'ive', 'far']"
"Hello, for me in lobparticular this application is not very good, they do not comply with what is established, for example I have made 2 requests, 1 of which was lost along the way and no one knew how to give me an answer about what happened and 2 at this time I preside over another request 1 month ago and it's still in China   and I write every day and the only thing they say is not to despair in conclusion the app does not respond to the guarantee",1,hello for me in lobparticular this application is not very good they do not comply with what is established for example i have made 2 requests 1 of which was lost along the way and no one knew how to give me an answer about what happened and 2 at this time i preside over another request 1 month ago and its still in china   and i write every day and the only thing they say is not to despair in conclusion the app does not respond to the guarantee,"['hello', 'lobparticular', 'applic', 'good', 'compli', 'establish', 'exampl', 'made', '2', 'request', '1', 'lost', 'along', 'way', 'one', 'knew', 'give', 'answer', 'happen', '2', 'time', 'presid', 'anoth', 'request', '1', 'month', 'ago', 'still', 'china', 'write', 'everi', 'day', 'thing', 'say', 'despair', 'conclus', 'app', 'respond', 'guarante']"
"I'm new to this provider but I have Heard great things! So I'm curious to see what they offer? 

           Update on the performance and general operation of Alibaba sites.   
     
      It s a great site and great products. but I m probably over thinking of how to operate some of the features that coincide on or with site to store operation?",5,"im new to this provider but i have heard great things so im curious to see what they offer 

           update on the performance and general operation of alibaba sites   
     
      it s a great site and great products but i m probably over thinking of how to operate some of the features that coincide on or with site to store operation","['im', 'new', 'provid', 'heard', 'great', 'thing', 'im', 'curiou', 'see', 'offer', 'updat', 'perform', 'gener', 'oper', 'alibaba', 'site', 'great', 'site', 'great', 'product', 'probabl', 'think', 'oper', 'featur', 'coincid', 'site', 'store', 'oper']"
Having trouble with loading my wishlist items . The screen goes completely blank ! Please fix .,5,having trouble with loading my wishlist items  the screen goes completely blank  please fix ,"['troubl', 'load', 'wishlist', 'item', 'screen', 'goe', 'complet', 'blank', 'pleas', 'fix']"
"Don t waste your money buying on this app, the app and people selling on the app they all scammers, they will take your money and you will never see the items you purchase..
Walk away from this app..",5,"don t waste your money buying on this app the app and people selling on the app they all scammers they will take your money and you will never see the items you purchase
walk away from this app","['wast', 'money', 'buy', 'app', 'app', 'peopl', 'sell', 'app', 'scammer', 'take', 'money', 'never', 'see', 'item', 'purchas', 'walk', 'away', 'app']"
Hello dear I know this not a place to write a message but I need to contact you directly through an email or a phone number as I wanna know information about your products because I need huge quantities of some products.. thanks!,5,hello dear i know this not a place to write a message but i need to contact you directly through an email or a phone number as i wanna know information about your products because i need huge quantities of some products thanks,"['hello', 'dear', 'know', 'place', 'write', 'messag', 'need', 'contact', 'directli', 'email', 'phone', 'number', 'wan', 'na', 'know', 'inform', 'product', 'need', 'huge', 'quantiti', 'product', 'thank']"
I have to say that this is a God sent. It has provided me the opportunity to find quality goods and vendors. The app itself does everything it is supposed to do and much more than I could ve thought of. P.S. It just keeps getting better all the time!,5,i have to say that this is a god sent it has provided me the opportunity to find quality goods and vendors the app itself does everything it is supposed to do and much more than i could ve thought of ps it just keeps getting better all the time,"['say', 'god', 'sent', 'provid', 'opportun', 'find', 'qualiti', 'good', 'vendor', 'app', 'everyth', 'suppos', 'much', 'could', 'thought', 'ps', 'keep', 'get', 'better', 'time']"
"Never seen such a large company produce such garbage. Considering how much money this company has, it s such an embarrassment. Appears they purposefully chose the most inadequate and most inept programmers in the world to write this over a weekend instead of hiring  real programmers to create a usable app. This app is so full of bugs that it s barely useful. Every time they release an yo spate, it s worst then the last. Instead of fixing bugs, they introduce dozens more every time.",1,never seen such a large company produce such garbage considering how much money this company has it s such an embarrassment appears they purposefully chose the most inadequate and most inept programmers in the world to write this over a weekend instead of hiring  real programmers to create a usable app this app is so full of bugs that it s barely useful every time they release an yo spate it s worst then the last instead of fixing bugs they introduce dozens more every time,"['never', 'seen', 'larg', 'compani', 'produc', 'garbag', 'consid', 'much', 'money', 'compani', 'embarrass', 'appear', 'purpos', 'chose', 'inadequ', 'inept', 'programm', 'world', 'write', 'weekend', 'instead', 'hire', 'real', 'programm', 'creat', 'usabl', 'app', 'app', 'full', 'bug', 'bare', 'use', 'everi', 'time', 'releas', 'yo', 'spate', 'worst', 'last', 'instead', 'fix', 'bug', 'introduc', 'dozen', 'everi', 'time']"
Did you ever want somebody from some other country to tell you that they have something to sell you but when you send them payment you will never hear from them again? Look no more! The people from all over the world being there at one country and saying they are in another and forgetting their lies and telling you a sequence of different things are all on alibaba and would love you to send some bitcoin!,1,did you ever want somebody from some other country to tell you that they have something to sell you but when you send them payment you will never hear from them again look no more the people from all over the world being there at one country and saying they are in another and forgetting their lies and telling you a sequence of different things are all on alibaba and would love you to send some bitcoin,"['ever', 'want', 'somebodi', 'countri', 'tell', 'someth', 'sell', 'send', 'payment', 'never', 'hear', 'look', 'peopl', 'world', 'one', 'countri', 'say', 'anoth', 'forget', 'lie', 'tell', 'sequenc', 'differ', 'thing', 'alibaba', 'would', 'love', 'send', 'bitcoin']"
"I really have tried but have not felt comfortable with the way communication between seller an buyer is constructed. It is too open ended... too many products too broad in scope. 
If I type in Teak flooring, i get responses from manufacturers of thousands of different product remotely related to teak flooring including laminate flooring, vinyl flooring , plastic flooring.... 
It s all confusing... and throw in the language, time, distance differences... I am afraid to commit to what would be tens of thousands of dollars to such a confusing gamble.",1,"i really have tried but have not felt comfortable with the way communication between seller an buyer is constructed it is too open ended too many products too broad in scope 
if i type in teak flooring i get responses from manufacturers of thousands of different product remotely related to teak flooring including laminate flooring vinyl flooring  plastic flooring 
it s all confusing and throw in the language time distance differences i am afraid to commit to what would be tens of thousands of dollars to such a confusing gamble","['realli', 'tri', 'felt', 'comfort', 'way', 'commun', 'seller', 'buyer', 'construct', 'open', 'end', 'mani', 'product', 'broad', 'scope', 'type', 'teak', 'floor', 'get', 'respons', 'manufactur', 'thousand', 'differ', 'product', 'remot', 'relat', 'teak', 'floor', 'includ', 'lamin', 'floor', 'vinyl', 'floor', 'plastic', 'floor', 'confus', 'throw', 'languag', 'time', 'distanc', 'differ', 'afraid', 'commit', 'would', 'ten', 'thousand', 'dollar', 'confus', 'gambl']"
"When clicking on a link in my email from Alibaba, or when viewing a supplier s mini-site on Alibaba in a browser, the link does not open the Alibaba app and take me directly to the page for the link that I clicked on. Clicking on the link takes me to the App Store, where I can only click  open  to open the Alibaba app, which is already on my phone; and when I click  open , I m still only taken to the app s default start  page .",1,when clicking on a link in my email from alibaba or when viewing a supplier s minisite on alibaba in a browser the link does not open the alibaba app and take me directly to the page for the link that i clicked on clicking on the link takes me to the app store where i can only click  open  to open the alibaba app which is already on my phone and when i click  open  i m still only taken to the app s default start  page ,"['click', 'link', 'email', 'alibaba', 'view', 'supplier', 'minisit', 'alibaba', 'browser', 'link', 'open', 'alibaba', 'app', 'take', 'directli', 'page', 'link', 'click', 'click', 'link', 'take', 'app', 'store', 'click', 'open', 'open', 'alibaba', 'app', 'alreadi', 'phone', 'click', 'open', 'still', 'taken', 'app', 'default', 'start', 'page']"
"I cannot find my history of purchase and Chads on my phone but I can see it on my computer 
I have erased the app and loaded it again but that didn t work SO what do I do now",5,"i cannot find my history of purchase and chads on my phone but i can see it on my computer 
i have erased the app and loaded it again but that didn t work so what do i do now","['find', 'histori', 'purchas', 'chad', 'phone', 'see', 'comput', 'eras', 'app', 'load', 'work']"
"Just had to deal with a very rude supplier and during chat w/customer service about the situation they apologized which I appreciated of course-only until later when Alibaba e-mailed me that they couldn t see anything wrong in the supplier s behavior-HUH?! Customer service literally apologized a few minutes ago.
Pick a side lol.
Plus, any company who s fine that suppliers treat them horrible needs to check their values again ",1,"just had to deal with a very rude supplier and during chat wcustomer service about the situation they apologized which i appreciated of courseonly until later when alibaba emailed me that they couldn t see anything wrong in the supplier s behaviorhuh customer service literally apologized a few minutes ago
pick a side lol
plus any company who s fine that suppliers treat them horrible needs to check their values again ","['deal', 'rude', 'supplier', 'chat', 'wcustom', 'servic', 'situat', 'apolog', 'appreci', 'courseonli', 'later', 'alibaba', 'email', 'see', 'anyth', 'wrong', 'supplier', 'behaviorhuh', 'custom', 'servic', 'liter', 'apolog', 'minut', 'ago', 'pick', 'side', 'lol', 'plu', 'compani', 'fine', 'supplier', 'treat', 'horribl', 'need', 'check', 'valu']"
It has lots things to sale I will be customer  to buy verities of good and sale to other from my store . We are looking whole sale price  thank  I  looking positive response . Thank,5,it has lots things to sale i will be customer  to buy verities of good and sale to other from my store  we are looking whole sale price  thank  i  looking positive response  thank,"['lot', 'thing', 'sale', 'custom', 'buy', 'veriti', 'good', 'sale', 'store', 'look', 'whole', 'sale', 'price', 'thank', 'look', 'posit', 'respons', 'thank']"
Shipping options are extremely expensive and takes right much time... fastest I seen a supplier get me my order in the United States was two weeks. That was the fastest.... slowest took right at 3 months... need more /cheaper options for shipping,4,shipping options are extremely expensive and takes right much time fastest i seen a supplier get me my order in the united states was two weeks that was the fastest slowest took right at 3 months need more cheaper options for shipping,"['ship', 'option', 'extrem', 'expens', 'take', 'right', 'much', 'time', 'fastest', 'seen', 'supplier', 'get', 'order', 'unit', 'state', 'two', 'week', 'fastest', 'slowest', 'took', 'right', '3', 'month', 'need', 'cheaper', 'option', 'ship']"
"Hard to send emails and multitask simultaneously. If you leave the email screen before sending you will lose everything (i.e, if you are confirming details from a previous email).
You can't delete all the useless quotes you receive (at least I haven't figured out how).
You also can't clean up all the email responses.",3,"hard to send emails and multitask simultaneously if you leave the email screen before sending you will lose everything ie if you are confirming details from a previous email
you cant delete all the useless quotes you receive at least i havent figured out how
you also cant clean up all the email responses","['hard', 'send', 'email', 'multitask', 'simultan', 'leav', 'email', 'screen', 'send', 'lose', 'everyth', 'ie', 'confirm', 'detail', 'previou', 'email', 'cant', 'delet', 'useless', 'quot', 'receiv', 'least', 'havent', 'figur', 'also', 'cant', 'clean', 'email', 'respons']"
"This application is great application for B to B. However, this application has issues playing the videos. If we purchase samples or small quantity the shipping cost is so high, therefore we are unable to compete in the market. 
Hope Alibaba could provide us reasonable shipping options for the buyers.",4,"this application is great application for b to b however this application has issues playing the videos if we purchase samples or small quantity the shipping cost is so high therefore we are unable to compete in the market 
hope alibaba could provide us reasonable shipping options for the buyers","['applic', 'great', 'applic', 'b', 'b', 'howev', 'applic', 'issu', 'play', 'video', 'purchas', 'sampl', 'small', 'quantiti', 'ship', 'cost', 'high', 'therefor', 'unabl', 'compet', 'market', 'hope', 'alibaba', 'could', 'provid', 'us', 'reason', 'ship', 'option', 'buyer']"
I love this app for the fact I can easily message multiple manufacturers at a time. Although it is lacking in being able to filter the search results. I spend way to much time looking for the product mixed in with all other items.,4,i love this app for the fact i can easily message multiple manufacturers at a time although it is lacking in being able to filter the search results i spend way to much time looking for the product mixed in with all other items,"['love', 'app', 'fact', 'easili', 'messag', 'multipl', 'manufactur', 'time', 'although', 'lack', 'abl', 'filter', 'search', 'result', 'spend', 'way', 'much', 'time', 'look', 'product', 'mix', 'item']"
"We bought a solar panel system ($4 grand) with 25 yr warranty (worthless paper) it was professional installed, and panels ground out after 4 months creating a hazard to human life and property (defective), inverter shuts down and panels started on fire, the seller will not respond to us at all, Alibaba does nothing to help :( and you can not respond to any their emails. DO NOT BUY FROM THIS COMPANY OR APP, products from this company are defective junk",1,we bought a solar panel system 4 grand with 25 yr warranty worthless paper it was professional installed and panels ground out after 4 months creating a hazard to human life and property defective inverter shuts down and panels started on fire the seller will not respond to us at all alibaba does nothing to help  and you can not respond to any their emails do not buy from this company or app products from this company are defective junk,"['bought', 'solar', 'panel', 'system', '4', 'grand', '25', 'yr', 'warranti', 'worthless', 'paper', 'profession', 'instal', 'panel', 'ground', '4', 'month', 'creat', 'hazard', 'human', 'life', 'properti', 'defect', 'invert', 'shut', 'panel', 'start', 'fire', 'seller', 'respond', 'us', 'alibaba', 'noth', 'help', 'respond', 'email', 'buy', 'compani', 'app', 'product', 'compani', 'defect', 'junk']"
"This is a bad trick to make your customers keep opening the app. I try to respond to to my chat messages but 90% of the time, there are no messages, just promotions. 

This wastes my time and makes me stop opening the app which creates a bad experience and delays for chat.

Stop being greedy with promotions. People know what they want and they certainly don t like to be tricked and have their time wasted.",1,"this is a bad trick to make your customers keep opening the app i try to respond to to my chat messages but 90 of the time there are no messages just promotions 

this wastes my time and makes me stop opening the app which creates a bad experience and delays for chat

stop being greedy with promotions people know what they want and they certainly don t like to be tricked and have their time wasted","['bad', 'trick', 'make', 'custom', 'keep', 'open', 'app', 'tri', 'respond', 'chat', 'messag', '90', 'time', 'messag', 'promot', 'wast', 'time', 'make', 'stop', 'open', 'app', 'creat', 'bad', 'experi', 'delay', 'chat', 'stop', 'greedi', 'promot', 'peopl', 'know', 'want', 'certainli', 'like', 'trick', 'time', 'wast']"
"This is probably the worst way to make any purchase... i ordered 3 different things with 3 different companies and they all came back to me 2 days later saying that customs is asking for stamps and money to pay customs if not my shipment won t be released, that is a scam i tried one and i sent the payment just to see and the Shipment never came and they don t answer your phone calls or text messages PLEASE IM TELLING YOU DONT BUY ANYTHING FROM HERE IF YOU DO PLEASE DO YOUR RESEARCH CAUSE ABOUT 90 percent is a SCAM !!!",1,this is probably the worst way to make any purchase i ordered 3 different things with 3 different companies and they all came back to me 2 days later saying that customs is asking for stamps and money to pay customs if not my shipment won t be released that is a scam i tried one and i sent the payment just to see and the shipment never came and they don t answer your phone calls or text messages please im telling you dont buy anything from here if you do please do your research cause about 90 percent is a scam ,"['probabl', 'worst', 'way', 'make', 'purchas', 'order', '3', 'differ', 'thing', '3', 'differ', 'compani', 'came', 'back', '2', 'day', 'later', 'say', 'custom', 'ask', 'stamp', 'money', 'pay', 'custom', 'shipment', 'releas', 'scam', 'tri', 'one', 'sent', 'payment', 'see', 'shipment', 'never', 'came', 'answer', 'phone', 'call', 'text', 'messag', 'pleas', 'im', 'tell', 'dont', 'buy', 'anyth', 'pleas', 'research', 'caus', '90', 'percent', 'scam']"
"So far companies on this app seem flaky.  I email and if I am lucky enough to get a response they stop responding after the first email and don t seem too pleased if your only interested in ordering the moq. Sorry I need all product and shipping details? My bad for inquiring about your other products? App could be better designed too, I feel it could flow a little better.",2,so far companies on this app seem flaky  i email and if i am lucky enough to get a response they stop responding after the first email and don t seem too pleased if your only interested in ordering the moq sorry i need all product and shipping details my bad for inquiring about your other products app could be better designed too i feel it could flow a little better,"['far', 'compani', 'app', 'seem', 'flaki', 'email', 'lucki', 'enough', 'get', 'respons', 'stop', 'respond', 'first', 'email', 'seem', 'pleas', 'interest', 'order', 'moq', 'sorri', 'need', 'product', 'ship', 'detail', 'bad', 'inquir', 'product', 'app', 'could', 'better', 'design', 'feel', 'could', 'flow', 'littl', 'better']"
"I don t understand how shipping is so pricey, I order clothes and I m being told shipping is 50 to may 70 dollars. Deal with dh gate or another site. Makes no sense to me. I better get the items I ordered I have a feeling I won t through.
I have had a couple sellers try and up the shipping prices. They don t like to sell one piece they want you to buy a lot. They are hard to deal with I m about done using this app",1,"i don t understand how shipping is so pricey i order clothes and i m being told shipping is 50 to may 70 dollars deal with dh gate or another site makes no sense to me i better get the items i ordered i have a feeling i won t through
i have had a couple sellers try and up the shipping prices they don t like to sell one piece they want you to buy a lot they are hard to deal with i m about done using this app","['understand', 'ship', 'pricey', 'order', 'cloth', 'told', 'ship', '50', 'may', '70', 'dollar', 'deal', 'dh', 'gate', 'anoth', 'site', 'make', 'sens', 'better', 'get', 'item', 'order', 'feel', 'coupl', 'seller', 'tri', 'ship', 'price', 'like', 'sell', 'one', 'piec', 'want', 'buy', 'lot', 'hard', 'deal', 'done', 'use', 'app']"
"It seems to good to be true. Great if a person , is opening up a store of their own.  Not too many solo items to purchase, but large MOQ
Is also good. I did manage to place a sample order.",5,"it seems to good to be true great if a person  is opening up a store of their own  not too many solo items to purchase but large moq
is also good i did manage to place a sample order","['seem', 'good', 'true', 'great', 'person', 'open', 'store', 'mani', 'solo', 'item', 'purchas', 'larg', 'moq', 'also', 'good', 'manag', 'place', 'sampl', 'order']"
"I like the site; I just wish I would ve know that if you choose  chat now , you have to include the picture of the product otherwise they don t know which product you re talking about",5,i like the site i just wish i would ve know that if you choose  chat now  you have to include the picture of the product otherwise they don t know which product you re talking about,"['like', 'site', 'wish', 'would', 'know', 'choos', 'chat', 'includ', 'pictur', 'product', 'otherwis', 'know', 'product', 'talk']"
"This sight would be great if there were actually ways to order things. It s a shame there are so many great direct from manufacture prices. But over the last 3 years, I ve tried to place several orders only to be denied, never answered, or have something shipped and have it never show up, or be a scam  this app and sight need to be regulated ",2,this sight would be great if there were actually ways to order things it s a shame there are so many great direct from manufacture prices but over the last 3 years i ve tried to place several orders only to be denied never answered or have something shipped and have it never show up or be a scam  this app and sight need to be regulated ,"['sight', 'would', 'great', 'actual', 'way', 'order', 'thing', 'shame', 'mani', 'great', 'direct', 'manufactur', 'price', 'last', '3', 'year', 'tri', 'place', 'sever', 'order', 'deni', 'never', 'answer', 'someth', 'ship', 'never', 'show', 'scam', 'app', 'sight', 'need', 'regul']"
"I write this with all due respect for what this app already does. 

I don t need to be shown the 5,000 other items that kinda sorta match what I m looking for. Plastic is not wood. Metal is not fabric. An item that can fit inside a box is not necessarily a box. 

I also don t like the section swaps when trying to read through descriptions, which are WAY too small for a mobile app. I d like to be able to see the scroll just scroll, not make a jump to the next section. It s sometimes difficult to read the writing at the bottom on the page but when I try to move it up I m just jumped to the next section. 

Just a few more tweaks and this would be great.",2,"i write this with all due respect for what this app already does 

i don t need to be shown the 5000 other items that kinda sorta match what i m looking for plastic is not wood metal is not fabric an item that can fit inside a box is not necessarily a box 

i also don t like the section swaps when trying to read through descriptions which are way too small for a mobile app i d like to be able to see the scroll just scroll not make a jump to the next section it s sometimes difficult to read the writing at the bottom on the page but when i try to move it up i m just jumped to the next section 

just a few more tweaks and this would be great","['write', 'due', 'respect', 'app', 'alreadi', 'need', 'shown', '5000', 'item', 'kinda', 'sorta', 'match', 'look', 'plastic', 'wood', 'metal', 'fabric', 'item', 'fit', 'insid', 'box', 'necessarili', 'box', 'also', 'like', 'section', 'swap', 'tri', 'read', 'descript', 'way', 'small', 'mobil', 'app', 'like', 'abl', 'see', 'scroll', 'scroll', 'make', 'jump', 'next', 'section', 'sometim', 'difficult', 'read', 'write', 'bottom', 'page', 'tri', 'move', 'jump', 'next', 'section', 'tweak', 'would', 'great']"
